,gene,time
102,YFL025C,3.5352761832711037
103,YFL011W,3.4362409512972096
104,YFR012W,3.201264099093264
105,YFR042W,2.842670081405201
106,YGL263W,2.955228905727787
107,YGL257C,3.1076438878524777
108,YGL255W,2.9379630888479413
109,YGL247W,3.3380834470114378
110,YGL225W,2.9148945228624554
111,YGL160W,2.6517789012376585
112,YGL146C,2.852461613137901
113,YGL142C,2.9593149563677392
114,YGL140C,3.743247474843136
115,YGL126W,3.9980593349411753
116,YGL114W,3.1801662828491235
117,YGL084C,2.9258664749712917
118,YGL053W,3.4925518977839216
119,YGL051W,3.699015901584061
120,YGL038C,2.6161781506951556
121,YGL022W,3.283455354028786
122,YGL020C,2.808122053018331
123,YGL012W,3.109835004819029
124,YGL010W,2.9946242613188123
125,YGR016W,2.6716581876497676
126,YGR026W,2.985520373365154
127,YGR036C,3.2386731833074953
128,YGR049W,3.0520681227411517
129,YGR060W,2.6661562066810074
130,YGR121C,3.144249673197553
131,YGR131W,2.879925276954671
132,YGR141W,3.0880251765648583
133,YGR157W,3.1413007986054913
134,YGR213C,3.1664668797101974
135,YGR221C,2.937323449922444
136,YGR227W,2.893270497232058
137,YGR295C,2.819990199971614
138,YHL044W,2.8299436596147394
139,YHL035C,3.1609372382042458
140,YHL026C,3.160501449593561
141,YHL016C,3.4154258169648095
142,YHL008C,2.724510804681822
143,YHR026W,3.1386816230501573
144,YHR028C,3.015591323993827
145,YHR042W,3.108483737824133
146,YHR045W,3.772975552112153
147,YHR123W,3.6532790294405304
148,YHR138C,3.2675928572268784
149,YHR140W,2.5537103050368337
150,YHR181W,3.001427172891743
151,YHR192W,3.1555671007284856
152,YHR211W,2.876270548007107
153,YIL158W,3.1082105665117443
154,YIL147C,3.3118312703108908
155,YIL102C-A,2.8770499315016007
156,YIL088C,2.6273222094926334
157,YIL085C,2.737077071757944
158,YIL049W,2.521080505245017
159,YIL040W,2.641270318588607
160,YIL039W,3.3350752738511247
161,YIL037C,3.3981214246072833
162,YIL027C,2.9726587450403996
163,YIL023C,3.101776864677062
164,YIR014W,3.3961483319278125
165,YJL186W,3.433022661718085
166,YJL183W,3.337083750219975
167,YJL172W,2.7797095464073176
168,YJL170C,3.3468871014040205
169,YJL151C,3.380619149681456
170,YJL139C,2.8931997382408357
171,YJL097W,2.887695769861496
172,YJL094C,3.500510700895246
173,YJL091C,3.2428962734350986
174,YJL077C,3.594959709931216
175,YJL062W,2.9781060605626957
176,YJL059W,3.2053141281066755
177,YJL051W,2.9657289311397372
178,YJL038C,2.9759304245340723
179,YJL034W,2.8874708083535374
180,YJL004C,3.280439402923137
181,YJR013W,3.520080483579743
182,YJR044C,2.9927254449989285
183,YJR054W,3.460387912071024
184,YJR106W,2.8824076230932687
185,YJR112W-A,3.659781400011736
186,YJR116W,2.955617786699712
187,YJR117W,2.511691448904733
188,YJR124C,3.255552614671861
189,YJR131W,3.2104908367450484
190,YJR143C,2.64677404713457
191,YJR158W,3.063396215424511
192,YJR161C,2.853697438735532
193,YKL221W,3.281983541255047
194,YKL209C,3.3705102413215253
195,YKL207W,3.1001650196356705
196,YKL201C,2.8561279165213085
197,YKL175W,3.555099049703213
198,YKL165C,2.823361638673092
199,YKL124W,3.195399439204627
200,YKL065C,2.9458041519086464
201,YKL063C,2.733526395629047
202,YKL051W,3.0866783026193843
203,YKL034W,3.2247489899612325
204,YKL004W,3.394903706008401
205,YKR044W,3.2996553013250822
206,YKR050W,3.321464328806397
207,YKR051W,2.7642003284371426
208,YKR100C,3.123754627158544
209,YKR103W,2.788878255300797
210,YKR105C,3.0632784848058208
211,YLL055W,3.0192533860918247
212,YLL053C,2.566852828475362
213,YLL048C,2.841846267520917
214,YLL031C,2.4664905702478213
215,YLL023C,2.832362216817472
216,YLL015W,3.1273042849964963
217,YLL014W,3.0130543019141296
218,YLL005C,3.248298028772425
219,YLR034C,2.704591771868014
220,YLR036C,3.1111653779590807
221,YLR046C,2.8956433892265228
222,YLR047C,2.935845354961569
223,YLR050C,2.7897478690063737
224,YLR065C,2.913867270728711
225,YLR066W,3.0756741831162917
226,YLR087C,3.310920457965656
227,YLR088W,2.916703636187315
228,YLR104W,3.2771182071200795
229,YLR130C,3.2294783159907676
230,YLR138W,3.1353145550840913
231,YLR152C,3.2631455385928883
232,YLR173W,3.0122699269957
233,YLR241W,3.5942685043579328
234,YLR299W,2.8726792039420013
235,YLR378C,3.0566083162684308
236,YLR404W,3.52786835878075
237,YLR411W,2.9851892657410515
238,YLR413W,2.94930903297488
239,YLR414C,3.508016975749032
240,YLR443W,3.068693484928998
241,YLR450W,2.84222916111956
242,YML132W,2.8484723016793576
243,YML125C,2.790890995286454
244,YML101C,3.7753776155067653
245,YML087C,3.2429369924050406
246,YML075C,2.9982960740337887
247,YML067C,2.926688472347819
248,YML066C,3.4845377352673417
249,YML055W,3.4010163448446913
250,YML052W,3.410957925518833
251,YML047C,3.3713817449872407
252,YML031W,2.7568870104840046
253,YML018C,3.1410445942814
254,YMR011W,2.9766858443822786
255,YMR015C,2.759169053614045
256,YMR034C,2.8786408423927368
257,YMR040W,3.4355035560681433
258,YMR058W,2.960667725856782
259,YMR063W,3.0597629777853634
260,YMR071C,2.9667423894277416
261,YMR088C,3.587380577799224
262,YMR123W,2.9004593431245054
263,YMR126C,3.1665950815210957
264,YMR134W,2.9056041989052948
265,YMR148W,3.2322795184867403
266,YMR171C,2.8202269652761935
267,YMR202W,3.115289850749608
268,YMR221C,2.6707834752429602
269,YMR243C,2.8030377875859727
270,YMR264W,3.2899361614346008
271,YMR266W,2.859090071557061
272,YMR274C,2.7748190850556287
273,YMR292W,3.0632113626852213
274,YMR296C,3.18896461439529
275,YMR298W,2.9446480682659604
276,YNL326C,2.957061005912581
277,YNL280C,3.2111356409663925
278,YNL279W,3.3381770193691516
279,YNL194C,3.7258133111648744
280,YNL149C,3.2041436878963827
281,YNL142W,2.6624986113386386
282,YNL130C,3.437160960983882
283,YNL095C,2.8249889204566707
284,YNL029C,2.9707243946105777
285,YNR021W,2.7582186812796414
286,YNR048W,3.0822384770234
287,YNR056C,2.8331912066394196
288,YNR059W,3.2694947951173363
289,YNR061C,2.800314179450184
290,YNR062C,2.9290698270563222
291,YNR072W,2.870837963192833
292,YOL163W,3.2397331275336825
293,YOL162W,3.3477714432685595
294,YOL152W,3.3018665042806115
295,YOL129W,3.079522332860869
296,YOL092W,2.778401846731129
297,YOL084W,3.5661008420715947
298,YOL073C,3.903141111771879
299,YOL060C,3.414652967426369
300,YOL019W,3.1656147797144496
301,YOL013C,3.262757443881494
302,YOL003C,3.339544923197499
303,YOR002W,3.2291370760351343
304,YOR016C,2.884713684206568
305,YOR049C,2.585649631486425
306,YOR067C,2.8722942794037567
307,YOR079C,2.9554490896872045
308,YOR092W,2.9544096929018497
309,YOR097C,3.363948615601499
310,YOR103C,2.4754841656318054
311,YOR104W,3.2759337013476975
312,YOR149C,2.9168641505684834
313,YOR154W,3.25149473529516
314,YOR254C,2.9867608756355817
315,YOR292C,3.1177742218168683
316,YOR298W,3.988948701910344
317,YOR316C,3.2197922216095525
318,YOR320C,3.038306935987082
319,YOR389W,3.1617203963365528
320,YOR390W,2.797268511394987
321,YPL279C,2.797268511394987
322,YPL277C,3.1548985772299734
323,YPL264C,3.3443966645056635
324,YPL257W,2.944331163659095
325,YPL246C,3.2769388451525585
326,YPL244C,3.3199977909760525
327,YPL234C,2.7552639800599863
328,YPL162C,3.7124335378691464
329,YPL098C,3.2189723007567763
330,YPL092W,2.6485991067801136
331,YPL057C,3.2265773068485437
332,YPL053C,2.9435808710417817
333,YPR026W,3.11631236486838
334,YPR028W,4.4436250349898
335,YPR037C,3.3711528295328805
336,YPR079W,3.0433276124978415
337,YPR091C,3.063972534534905
338,YPR109W,3.668851172622798
339,YPR117W,3.195905751405343
340,YPR138C,3.015461627317419
341,YPR149W,2.924690113801039
342,YPR198W,3.000034652668737
343,YPR201W,3.175539266789426
